subject1_marks,subject1_outof,subject2_marks,subject2_outof,subject3_marks,subject3_outof,subject4_marks,subject4_outof,subject5_marks,subject5_outof,average_marks_percent,previous_year_percentage,attendance,study_hours,sleep_hours,focus_time,behaviour_score,final_score,risk_level
77,80,93,100,42,70,25,70,56,60,75.6595238095238,70.09770315302424,46.12838050106568,2.6606280059489444,6.9449281059464525,1.8248912610750667,59.46803072034668,74.21353247980728,Low
28,50,43,80,37,80,57,80,68,100,59.05,60.53370618901094,71.62135614534105,4.500790371525925,5.691853616596382,1.1748203648714046,70.91824297850741,62.39025682028221,Medium
23,70,64,80,36,80,34,60,61,80,58.154761904761905,51.37965867381062,82.26612775980226,1.1165511044039313,6.40114461642578,2.0603331143793584,49.99545496381312,54.36154457364168,Medium
58,80,44,60,47,60,58,100,46,60,71.76666666666667,67.00711288660435,60.0294887275936,3.279962527877253,8.60006609297575,1.478778016187396,59.590354313405854,70.27887511602093,Low
32,50,30,100,29,50,70,80,50,60,64.56666666666668,70.90473523885011,40.0,2.768899074656168,7.6592033747433845,1.0591343420541484,52.28033416710316,62.85597624920969,Medium
59,70,52,80,74,100,18,60,57,60,69.65714285714286,73.00901183987418,61.40931790152404,2.2506289885498774,8.297353874397226,1.4833153602356304,49.480375278007486,64.34545487864114,Medium
73,80,47,80,42,60,30,80,29,60,61.166666666666664,45.8228160727075,62.93318598191752,3.8179610684020666,7.015519191878437,2.4844109208993324,79.31703849120574,61.64054135702049,Medium
28,50,29,50,79,100,50,100,33,50,61.8,69.04023591481275,59.334780503918836,3.1242701669967854,6.908444018702277,2.0737049186653045,67.91322890701278,67.28765388842048,Low
33,50,26,80,49,70,31,60,48,70,57.74761904761905,54.69038218487446,80.01791810436144,4.565041878781978,6.135514789458975,0.6917913115034968,70.57012371329088,58.91727744759395,Medium
65,100,44,70,82,100,51,100,19,50,59.77142857142858,61.67986317166448,84.10670695309214,1.6815847518787381,7.049026571978199,2.504979485577427,60.27631306987086,56.559080508774976,Medium
48,50,33,70,50,80,19,50,42,70,60.72857142857142,62.108399774430325,82.25165425237104,3.5434989112188124,7.5516578008854145,1.0202336314031588,63.862490851456826,59.38836345159016,Medium
49,60,39,50,47,80,56,60,39,100,70.15,69.52557691615833,99.32351576579445,1.87252179929525,5.010875138650534,2.4944547951440335,60.602117520972286,70.17235049865208,Low
26,50,42,50,87,100,15,50,66,70,69.45714285714286,66.02285721895629,76.60688806844757,1.6549236314782088,5.124746681349151,2.842037848587799,59.63030360750484,62.602219649617375,Medium
46,60,76,80,46,60,24,50,61,70,76.6952380952381,82.10084762962114,74.79723160683741,3.7471524477747855,7.717451020128364,2.7744960617924947,82.69620825635654,72.17892222000528,Low
40,80,23,70,43,100,27,50,41,50,52.37142857142858,54.37613577911631,77.73686205023014,4.126748613881822,5.31724851187973,0.804589176747009,64.08706411131132,54.28607618063293,Medium
51,60,48,60,44,50,44,80,54,100,72.4,74.66554609042036,74.2122916772253,2.8560442453592483,6.000983401455591,1.3921458969591503,59.903130590906514,73.00915621099058,Low
53,100,37,60,37,50,60,100,40,70,61.16190476190477,50.48312305202497,100.0,3.0440359898774862,7.343354912348143,0.9909361612699343,60.3497215114742,63.65850891282704,Medium
33,100,40,60,48,50,53,60,37,70,67.37142857142858,84.09055628725648,97.32336568553474,1.2590659032369949,6.199142602495797,1.2856047878555228,45.17904347947865,67.93913196436915,Low
66,100,35,80,45,60,40,70,35,60,60.0452380952381,61.75911252393777,95.30246883718934,2.2673259606847416,6.572507919941772,0.5,47.203506490566355,58.653282824145826,Medium
47,100,48,100,36,80,46,60,27,50,54.13333333333334,47.04973970772886,65.82533062869942,0.8267722285416101,6.358483126327908,2.069684975444777,45.54710510273381,49.542998331959886,High
61,100,76,80,47,50,15,50,23,60,63.666666666666664,63.853219713190384,88.21875571930056,3.4145495794657945,8.004369472076739,3.5791275805129166,84.75864717171716,63.8778160918655,Medium
44,60,40,80,25,70,51,60,28,70,56.80952380952381,54.941902666734926,83.87654877976385,1.4336490843432612,6.407303194083595,2.8380166512878104,61.10431223428711,60.079489485534516,Medium
53,100,56,80,71,80,32,80,46,100,59.55,67.93425019302876,90.50960312120249,1.4824908689844385,9.410909805048657,1.4274819486800339,44.15068848876497,61.72075371165594,Medium
33,100,48,100,49,70,58,80,29,80,51.95,48.80764128880896,75.12667571571916,3.1161059021265602,5.223775151479536,0.8435854818037412,54.10958141087493,52.937465082159974,Medium
71,80,71,80,61,80,56,70,42,100,75.15,68.34786465459796,64.75748907935665,2.9309382357142084,6.369134577427529,2.4901127540701657,70.6862588057794,76.06119498870389,Low
56,60,24,60,94,100,30,60,22,50,64.26666666666667,56.360613171386724,100.0,4.116868763680876,4.184460071534454,3.066502746114393,86.83371509795269,61.334968238945436,Medium
26,70,22,50,81,100,30,60,34,80,50.92857142857143,55.5509728105102,88.97055350943751,2.525943777396519,7.339951518526438,3.1391630764329337,75.54812388923827,58.09407575770577,Medium
39,80,69,70,87,100,48,80,24,80,64.86428571428571,62.51053972010431,86.92929199303244,1.759569533953164,6.914389453043201,1.943861107024768,55.72723560908256,65.37930411987273,Low
51,60,41,70,45,70,31,50,89,100,71.77142857142857,62.15150668254546,46.4096978372483,4.554859546167953,7.272217891905473,2.8581155337257957,88.77072058266232,76.29600150234236,Low
42,100,73,100,56,60,39,70,75,80,71.55952380952381,53.07402436049598,70.00166716956952,1.4556233228630866,7.492682144413716,2.270260732745591,54.25900727304373,69.05470531092769,Low
54,100,53,80,71,100,28,50,52,60,66.78333333333333,72.06324533302008,86.98038688090928,2.2863347116240553,9.029010165818601,3.0543501708103786,68.10488751243527,65.68679385603211,Low
59,60,60,100,43,60,55,80,53,70,74.89285714285714,81.03676671238058,69.99799811773401,1.6762603307365014,6.517238069339675,1.7683894204723098,51.446297323861515,71.14264554099424,Low
77,100,72,100,54,70,24,70,39,100,59.885714285714286,59.990924544089864,87.44100417934348,2.4426336721723847,7.932338350030095,2.1744908440324453,64.91534557998264,56.26831347767101,Medium
54,80,71,80,24,50,16,50,18,50,54.45,52.78573083361188,94.13884801302314,2.5487174306662577,6.913468243851206,2.760120024168668,72.50225934965157,57.89897199786631,Medium
78,80,50,80,90,100,46,80,25,70,68.64285714285714,66.58188854904331,79.35192076702964,3.6054936674251885,7.902526481541407,1.6689129255125161,70.67925800608,68.39118632867545,Low
47,60,42,50,62,80,25,70,29,50,66.7095238095238,76.91340865671656,81.55078918432491,2.3610837901710333,7.683356875031553,1.7016776025187923,58.78269284533074,68.7067841157977,Low
37,50,65,70,19,60,33,60,35,100,57.7047619047619,46.00645057448547,100.0,3.02962531666279,4.840509799130542,2.957675621007165,74.87300937669954,55.99759001087941,Medium
56,100,64,70,26,80,24,60,49,60,60.31904761904762,67.33493252737722,75.03122680639613,5.064318370625922,6.609742123914607,1.8309669137653954,86.4559755245528,61.168567902709846,Medium
30,70,92,100,20,60,26,60,53,70,57.44761904761905,47.675583586735975,84.36359879793838,2.569147700399667,6.6924989023666885,1.246066870706678,56.58850559085728,61.38025797731966,Medium
20,50,39,60,59,70,29,70,43,70,58.42857142857143,56.99152327021168,82.97648771474965,2.4986526611051216,7.046214552508823,2.360778248601366,66.89195786853985,63.54909600872148,Medium
38,50,52,60,62,100,82,100,38,100,68.93333333333334,77.79955547815977,87.48376699168968,4.39685182342078,6.066645673503811,1.693204467264361,79.64893960602039,73.5854728184369,Low
30,70,50,50,48,60,47,100,41,80,64.22142857142858,69.96243373029,74.38713579369701,2.042152708370215,8.120391170415434,0.968399944220816,43.54424010528002,61.82307081732655,Medium
77,80,62,80,24,50,30,70,31,70,61.778571428571425,77.4812791711839,66.91963405431625,2.7795672403480887,7.370710780988889,3.8242081842391418,82.72971765130391,63.24262497668378,Medium
80,80,19,60,42,50,18,60,20,60,55.8,57.145223544442246,69.46401260914435,4.807700428297381,6.711396816745809,1.8150394997888757,83.17380054177701,54.364360240996724,Medium
22,50,23,50,35,50,28,70,42,50,56.8,49.225875504706444,75.9359713533949,4.759730869426296,5.449862622173035,0.7739214123217903,69.93011995282035,58.1635181144397,Medium
65,100,45,100,67,100,55,60,40,50,69.73333333333332,67.60682503475105,64.69197342758066,3.364557378432905,4.3043293546641666,2.186196822855557,66.97673935564268,73.27456444027223,Low
82,100,54,60,17,50,21,70,62,100,59.6,65.25464520981714,79.5321087633677,3.003293267630337,7.55211173384455,2.4010104977201654,71.9962485298418,58.32991418119878,Medium
38,100,49,60,69,70,20,60,29,70,58.6,51.00083390818935,79.70998151191536,0.6496018280252529,7.636127825311295,1.8978324267695599,43.44534069913966,52.51427049199542,Medium
17,50,22,50,72,80,39,50,26,50,59.6,55.17751914930665,73.67622416418476,2.4237121010080322,6.783267301620996,2.073171253619174,62.33645596269054,58.21241467870595,Medium
46,100,25,60,33,80,39,80,18,50,42.733333333333334,42.9400170573026,92.56441438936102,3.2435998834869584,6.200903690587106,1.0679570021186606,62.37201029499229,46.54933821417274,High
59,100,36,50,46,80,48,80,40,80,59.7,69.86194116543777,74.11641907687302,3.224620832986301,6.702310578805717,1.6747784599174715,66.40563483672503,61.046301427706396,Medium
19,60,22,50,43,60,35,50,66,80,59.96666666666666,63.04669309060905,94.12759475601328,3.19156395426242,7.533604534213522,2.5638129509938343,76.96652852816388,59.34831792764834,Medium
77,80,62,80,27,80,23,60,44,50,66.76666666666668,53.5857825399646,61.716826271982,2.9782389077903018,7.322612871905338,2.3877877183751393,69.83194888885262,64.84971099602632,Medium
41,50,36,60,47,80,53,100,68,70,70.17857142857142,62.429123326440404,67.89807892619154,3.337142535910515,6.980123373416037,1.7392681901676328,67.55391515340062,71.3505947961471,Low
28,80,37,100,24,60,45,100,96,100,50.6,44.257994728435705,52.360706148895126,2.8255923448278923,6.696456913610311,3.367926945126166,77.1712635144301,54.62526389623624,Medium
81,100,50,60,48,70,48,50,51,70,80.35238095238095,79.99697688746885,81.92231899408367,1.9970742272102275,7.363730713612357,2.2072605896914688,60.235580068425335,73.77708468579435,Low
24,60,25,80,58,70,58,60,47,60,65.82142857142857,54.81755862583128,74.8045418472229,2.3298795774996175,6.747513631431696,1.0517452460781935,51.2967024205004,63.24210456106656,Medium
41,50,34,100,64,100,97,100,30,50,67.4,70.2771968583221,89.29977066809138,2.563694547817885,7.24288109405179,2.282622500357026,67.39314754855825,62.741943039205,Medium
42,50,15,50,59,80,71,80,40,50,71.3,67.1319999837851,84.5740612706389,4.561563823199253,5.021497518042596,2.214504863811288,83.21809299716931,67.0338713786203,Low
49,50,50,50,42,80,62,70,48,100,77.41428571428571,83.17306270030471,84.0238070767677,3.2163660616050036,5.948250726745607,1.5273453215268566,62.839494538995375,80.26780732002835,Minimal
43,50,34,100,38,50,93,100,58,70,74.37142857142858,73.27933295546579,95.08501870526415,1.1504536069176505,7.68213645605263,0.7288960641559601,38.301998581262524,71.85284216146007,Low
63,80,23,60,95,100,27,80,60,100,61.16666666666667,61.96682793808141,80.02164207627698,1.6927888347454725,8.219289061895182,2.2361562945270688,53.29161550035312,61.64382214718453,Medium
73,80,40,70,56,80,20,60,34,100,57.1452380952381,61.06313154478493,93.92310169529918,2.5838950630170108,8.580728487948214,0.62398804048052,47.47114120450523,59.80193038787652,Medium
35,80,46,80,44,50,49,70,58,60,71.18333333333334,63.43524129259494,96.01407360005405,2.3433698533410108,5.623508199536785,1.6552030398241495,56.58713629165701,68.23308782994799,Low
56,60,33,60,53,60,39,80,50,70,71.36904761904762,66.89469288279652,78.12468395953948,3.824128884604026,6.293996455661224,1.54451886113509,71.4989458533451,72.70960611793166,Low
51,60,73,80,34,50,28,50,70,80,77.55,80.32877803927529,85.2817743283971,1.5570195617024485,8.649204242418554,1.6772016536446153,46.87038958631035,77.22604277434539,Low
82,100,34,70,79,100,84,100,56,80,72.71428571428571,64.94809682616217,100.0,3.055153123258721,6.7331586600812265,1.0406365399234854,60.95789663182207,72.10511671641203,Low
28,80,24,50,36,70,74,100,74,100,56.48571428571429,53.943485374584576,77.40297546033955,2.8362934196668608,6.143860591692846,1.6452564654119715,62.55579639682228,56.027688502688285,Medium
98,100,27,50,78,80,32,80,90,100,75.9,83.65766992769939,100.0,2.1662374781536293,8.056886452752213,1.4941880051815248,52.60425483335154,78.47767208184125,Low
94,100,23,70,37,80,53,80,22,60,55.2047619047619,59.404882729265374,100.0,0.6347979369601071,6.938495147739654,0.9997972784637248,36.34595215423832,53.78028724536019,Medium
65,70,56,100,46,70,80,100,38,100,66.5142857142857,74.03154490557017,75.52718255081336,4.716746646874253,8.148352488810032,3.6272552151654667,96.99273687547853,71.54792778570572,Low
80,100,48,60,92,100,35,60,35,60,73.73333333333332,85.96084503954698,55.28262116947893,0.9524870160364327,7.486127055797369,0.5,30.05313227731222,64.45758389089721,Medium
27,80,26,60,37,70,47,50,37,80,54.03809523809524,50.30048474608394,85.10611939742344,4.067579078837233,8.130823953476947,2.0118107048425244,75.30450977653992,56.76907463136554,Medium
35,50,40,50,34,50,56,70,53,60,77.26666666666667,72.41714375269696,64.71508537561022,3.176891378792693,7.8951647966077125,1.9429280011996775,67.66970233748472,80.98131832114004,Minimal
52,70,72,100,60,80,48,60,43,50,77.45714285714286,84.41676178752341,68.01428771213537,3.4570489287862696,7.059579696479028,1.4074557290617822,65.44647534969405,75.47441071004651,Low
27,50,53,100,35,60,93,100,49,60,68.00000000000001,69.30084540830143,82.26190187559642,3.012050259899615,7.891642389087203,1.5448758648352905,63.7954514349087,63.3386003470639,Medium
66,70,58,100,29,80,72,100,43,50,69.30714285714285,64.5576797437323,76.33400644335616,2.2831427267458286,7.121459851640732,2.95774282516953,70.04225616348921,66.59258140501282,Low
90,100,68,70,35,100,18,50,42,70,63.62857142857142,58.14667269822127,88.26774721651088,1.868665621519828,7.824232533625584,2.0263315717291652,57.77674665414102,63.298707595782915,Medium
48,50,32,80,87,100,74,80,36,70,73.38571428571429,79.44121471203903,70.16615913619196,2.1588904413977676,7.475837254293333,1.8854036434839878,57.459556762436755,72.90651264698705,Low
48,70,32,60,80,100,44,100,29,60,58.84761904761905,53.04956272518025,81.44238270495266,3.54097480359816,7.230654669931937,2.366033547203825,77.21432177851511,61.40572651651039,Medium
33,80,41,60,44,70,43,70,58,60,66.10714285714286,64.54911836656889,59.81637459217507,3.57364537823074,5.41643105612129,2.1118570868145685,69.8366621096706,67.03978911035742,Low
62,100,34,60,47,60,24,80,47,50,64.2,71.11503107684557,85.51045017919435,4.101321837354165,6.658564249876935,1.4745316250444556,74.30957964190564,62.66751587198744,Medium
65,100,57,70,98,100,81,100,32,70,74.22857142857143,68.17567342799786,66.87363632022159,3.42749918483709,6.589402166936062,3.423511446083394,85.197469941227,78.80927092116242,Low
49,70,59,60,59,100,76,100,49,100,70.46666666666667,81.42453939545044,69.15736869726038,2.2401674813568055,8.94396297814349,2.171670743110802,57.03411911440212,76.04994947077742,Low
78,100,98,100,27,50,21,70,72,100,66.4,55.89525842848981,62.98158935304464,2.5000050297013723,5.308117493473798,3.3408025056778623,71.70623428909681,65.3313971499498,Low
40,60,44,70,83,100,58,70,74,100,73.87619047619049,62.41559512772204,88.98585417416933,3.1497281854933874,6.812687014991619,1.9348206614413819,69.74407388676462,73.8611933429413,Low
30,70,34,50,64,80,69,80,39,60,68.42142857142858,67.98616819118453,77.14429024250124,2.63587273543561,6.119294719102923,1.654541960460046,60.61857598320668,64.25950348956249,Medium
75,80,48,70,34,70,44,60,30,70,65.41666666666666,68.29879140508902,76.7194700314676,3.700770954616648,7.060150503400085,1.9399836962028254,74.0794935113415,62.949217827811225,Medium
71,80,21,50,72,80,63,70,50,70,76.43571428571428,65.98338560025176,77.9745831510086,3.33975698678343,6.887737970308267,0.5,56.19502818293516,74.86968283481643,Low
31,80,72,100,32,100,66,70,29,70,55.69285714285714,46.91665937058381,82.60080035653125,3.0366600952364537,7.58019220722881,2.7033219144677907,75.65990013269557,57.158788995173275,Medium
29,50,33,60,31,80,42,60,32,80,52.35,43.41040806368217,67.0017386400074,3.2803140975138914,9.32848336046024,1.3310441194366631,58.81375603350629,51.304931312777875,Medium
18,60,26,80,33,80,66,100,26,60,42.61666666666667,44.52429259827382,92.3652654276415,4.549762666878436,7.337703366005898,2.2333861803026474,87.068015014575,47.89489704147662,High
26,50,24,50,26,60,52,60,51,70,60.57142857142857,56.563039552559985,81.74981717625548,4.311153078207729,7.020937593837685,1.711606129063463,78.40257379033747,57.743891102211265,Medium
40,60,75,80,44,70,70,80,44,70,74.72619047619047,81.7125070276423,82.04069829852699,3.313188878630891,8.56703807839329,1.8437373157945007,65.77333177410661,73.36319853149487,Low
25,70,65,80,86,100,80,80,29,50,72.19285714285715,76.87406096120691,100.0,3.492785233602782,5.641858547406214,1.5567353629278193,67.49520596530601,66.63354100265863,Low
32,60,37,50,61,80,29,50,45,100,61.31666666666666,57.966786799642634,86.18792756100073,4.9462484973420615,6.428182439702251,0.934040175201436,77.42167948153505,64.48643578026832,Medium
36,50,43,100,44,80,35,100,35,50,55.0,49.33200684923792,87.00046677525698,1.9110466621202409,7.028190439642228,1.8173423325293099,55.983936624021204,56.379158741776166,Medium
25,80,29,50,67,80,30,70,34,70,52.885714285714286,51.0642617762017,69.5536369252639,3.1913892293021204,7.400368474061708,1.7292742223545474,66.16199820909307,56.825905120292184,Medium
30,50,20,60,43,80,39,60,31,70,51.27380952380952,45.325455440579596,88.43955996736929,2.667242533803457,8.240052809284165,1.9556731905685218,61.07311324045671,51.227143797043645,Medium
59,70,60,80,35,60,59,70,41,80,70.63095238095238,67.82254590167999,61.58504843143026,3.6170357831856124,6.640055466265395,2.2672819181793904,75.00168185679306,68.62662943998173,Low
30,100,23,50,49,50,81,100,50,60,67.66666666666667,81.2227709545924,100.0,2.9294796948574273,7.231392853308497,2.30236451429022,72.31844209147647,68.38499115225794,Low
43,60,96,100,36,60,67,80,62,80,77.78333333333333,81.032122869788,61.73231381043578,1.5756163048945726,6.678932433601279,2.3811274866736256,55.74066929672556,73.52023174819946,Low
40,50,47,100,51,70,31,80,50,100,57.72142857142857,64.98046584201268,76.69421221785173,3.2187362682454435,5.55438051741458,2.110908022824361,67.96586413248322,60.96611184152607,Medium
19,60,20,60,30,80,42,80,45,60,46.0,43.51458992507881,88.02783427821859,2.4324204193356618,8.187638884727207,2.1885260703897584,61.012248325076065,46.15424030261193,High
37,50,37,80,36,80,55,70,90,100,66.7642857142857,65.67740058555938,75.12519489960229,1.2859626872999126,6.79591644741889,1.2328830708416825,42.70097707137618,62.33959470794382,Medium
46,50,71,100,49,50,27,70,94,100,78.71428571428571,77.80520742705475,75.44540558278788,2.9472311085553495,6.037817258469679,2.3866935526592785,70.88378717042508,82.7978369234554,Minimal
33,80,27,70,52,60,32,60,31,50,56.364285714285714,48.87430048072023,74.61052122616056,2.654575626502925,8.098203830758065,2.9179993972628138,69.18680236027345,51.15214209249604,Medium
19,60,60,100,18,50,48,100,65,70,53.7047619047619,41.27751468187999,49.96338088269598,3.437076070014312,6.859727283031577,2.298905153331238,72.3561503217251,59.95130243199955,Medium
40,60,38,50,24,70,60,80,45,50,68.39047619047619,84.05542100465627,53.5455139259863,3.958302843172131,5.548220043141804,1.1592862140810432,63.53044196513037,72.66282906102927,Low
69,70,93,100,55,100,48,60,45,60,80.31428571428572,90.25314557804424,100.0,4.187013629215336,7.523323961464978,2.6997785459217076,88.86792175137043,84.20525778332566,Minimal
85,100,64,100,33,70,73,100,40,50,69.82857142857142,68.37866140405598,86.50858536199787,2.8470230549770585,6.2255211060782125,2.1031616383564393,68.15270546953477,69.43197593947065,Low
31,70,20,50,39,50,38,80,34,60,53.29047619047619,45.795797590560014,73.66815468585995,3.00429912219934,6.785869935472852,3.0179427062532764,77.58923375311215,55.62310164492918,Medium
56,60,50,70,34,70,56,100,23,50,63.06666666666666,62.78523352491201,73.97609647782555,4.327754124974486,5.624762371515718,1.6620032836540528,74.29518373406795,67.24453130556994,Low
44,80,27,60,27,60,42,50,53,70,60.94285714285714,72.25850872445338,72.08811038267399,2.618038783074799,6.404217160359893,1.9303878213454901,62.69307708247029,60.50007580100518,Medium
47,60,41,50,51,60,31,50,79,100,77.26666666666667,78.28943031996181,80.93748882317759,2.675328844724757,7.017761752307499,1.1650600143558703,56.49763747312403,70.30244108222958,Low
83,100,45,100,41,50,31,80,67,70,68.89285714285714,68.30082824142102,74.48166870814171,2.3792733595775335,6.449806367924045,1.20904822492246,53.33138271581411,64.77609297284731,Medium
39,70,49,70,29,60,41,80,38,50,60.259523809523806,68.09096151629689,76.87963790614674,3.1885976219283174,7.738249854606861,1.6179707698464436,65.75364770836228,58.42198645556412,Medium
40,50,28,80,37,80,43,100,53,100,51.45,62.53555389264669,84.97914690882452,3.7862696969116327,6.910299008543707,2.3719033766528357,80.07964542652714,58.69029873289715,Medium
58,60,84,100,38,60,42,60,18,50,70.0,75.44414533073498,80.89623011164262,3.0270004658945275,7.840179749599586,1.6866635123967741,65.22626279407729,64.41947855807884,Medium
33,100,40,50,22,70,32,50,25,50,51.68571428571429,40.76451850980468,100.0,2.50648748341982,7.160178696509581,0.5,50.0648748341982,50.24510256356379,Medium
57,60,100,100,60,70,34,60,43,50,84.67619047619048,89.09978614038577,85.18922465187273,1.9255385493701294,5.255295288449197,2.8334352952172757,63.10866091106132,81.61491763827658,Minimal
23,50,63,80,33,70,54,70,30,50,61.80714285714286,71.77263034739997,66.09142548271363,3.8722229988846024,6.902487438922532,2.3104589870291403,78.4359624074088,62.032460252126775,Medium
36,100,28,60,44,60,54,60,57,100,60.6,62.6379666862469,89.09336173248693,4.4718230355018616,8.955299371825415,3.177398575775052,91.40155228601783,64.45859575772327,Medium
32,50,22,50,32,60,31,50,23,60,52.333333333333336,61.35725618139545,87.87687878587967,2.424570006441859,8.792250369185773,0.5215119100891705,44.248507043898265,50.86194301729883,Medium
71,80,44,60,95,100,48,60,26,50,77.81666666666666,70.1962227652534,100.0,2.4153993803650264,4.560630011832783,1.326321048222889,52.41720428587916,70.71284597332838,Low
47,50,44,80,53,60,30,100,35,100,60.46666666666666,61.6215559345743,76.25045778590287,5.278232224027281,7.114147573188834,0.5,75.4073680188631,61.35221211125729,Medium
98,100,21,60,47,70,27,60,31,100,55.22857142857142,59.70918410662857,67.81106812280814,1.3310718758763536,7.311171520037598,1.7782066958140288,47.87389252918464,56.43651183009107,Medium
51,100,41,50,39,60,49,50,59,60,78.86666666666666,75.217379514716,65.09705457727426,4.375935277306315,7.499578034461218,3.1201085689060055,91.47014391985063,79.14003869647497,Low
55,80,62,80,52,70,47,100,52,70,68.36428571428571,55.40765562058994,82.75345700964654,2.5485152686832326,7.083053952562111,2.082173001048182,64.5822283982788,66.11686328656475,Low
53,100,32,50,29,60,48,80,45,60,60.06666666666668,42.91641955469761,100.0,3.0927091993751032,4.318870845808007,2.1977063457670836,67.90415545142187,58.525222875890705,Medium
23,60,20,60,70,70,68,70,44,50,71.36190476190475,85.10677459671146,84.02192679842142,2.5645732471516713,5.319792508269425,1.8244701432223436,59.29262658358229,72.23424830281753,Low
21,50,18,50,26,50,57,60,44,100,53.8,47.00790352734189,88.8790491229586,1.8084930239639168,7.508771163551286,2.0724671387851976,57.69750653978701,55.768456610150594,Medium
59,70,61,80,53,60,47,70,50,100,73.20238095238093,73.51013737182863,62.491915922358345,4.461627365663572,8.138140737036,1.8660093187676332,75.5255584365479,72.25152589413192,Low
54,100,48,80,65,80,68,100,47,100,62.05,51.11708884989352,62.688408869222016,3.2650738416088845,7.637616492423289,2.271453431033644,71.63411361334748,63.72634687403761,Medium
33,50,22,70,46,100,41,80,29,50,50.53571428571429,52.55337159006176,67.3862115529608,2.5468138198862764,7.106112207090311,3.1643371104522138,73.85013045868098,47.7218133325176,High
55,100,34,80,32,50,61,80,64,70,65.83571428571429,66.15919551141072,88.98723336567112,4.79297027672019,7.221534014586809,1.8454758201203367,85.2831843049724,61.877654660490485,Medium
61,80,47,80,31,100,34,50,58,60,66.13333333333334,60.759167202927664,70.86025713277084,3.9335253210963677,6.841236485416596,1.9060651809712326,75.48193073395309,69.62945691262976,Low
55,70,52,80,30,70,49,70,22,50,60.08571428571429,53.194822962487805,41.2092148098508,4.80997289849706,5.8997024249455325,1.6700639441200744,75.9212899071564,56.61550621966792,Medium
88,100,38,60,51,80,41,100,34,50,64.81666666666666,61.34348036255077,76.17861811603069,4.199141860115958,7.260966584906914,2.5160538612060455,84.76981902482311,69.68867118024696,Low
70,80,17,50,77,100,43,80,92,100,68.85,61.603403228632054,90.82371328829622,3.8265231460279683,5.789300028381619,1.911955411368315,73.46715690279245,65.74394682949081,Low
40,70,19,60,39,80,54,70,28,50,54.14047619047619,51.437673224826746,88.00812113270445,4.375283307180462,9.464677230900595,3.364298414424087,92.19662932931593,58.98023769667024,Medium
40,60,51,70,27,70,18,50,59,60,62.48571428571429,82.27029642449989,96.32143314693684,2.7566725273409567,6.8719353599672415,2.6779585685450495,73.97845427355375,68.02437924382473,Low
17,50,36,50,45,60,43,100,40,50,60.8,74.20653744968963,77.88429820851994,3.059997159513032,6.280976157841073,1.1404691610693738,59.793093026676054,59.06097998692139,Medium
41,60,55,100,15,50,72,80,51,60,65.66666666666667,58.84986831530924,71.102054871072,4.1995572523121805,7.964194563521533,0.5,64.10577801022902,64.5847408830348,Medium
32,60,44,50,66,70,53,80,38,100,67.97380952380952,64.10427310099325,72.8563316276722,4.723027756903077,7.313023469521979,1.5511593183821857,80.02750391561986,68.03972430527524,Low
49,60,77,100,83,100,59,80,75,100,78.08333333333334,68.26961006265176,75.00802965298888,4.001281235973479,8.543274639274104,0.7273880024510457,60.78749534954413,76.48943460129644,Low
18,50,67,70,60,60,40,60,66,100,72.87619047619049,75.8737597131384,82.11063266913041,1.3636319901208869,8.527937986099916,2.8925825776152436,56.773208944274344,71.09661344562832,Low
55,80,38,70,51,60,58,70,45,50,76.17857142857142,76.09780118570248,68.93394419095594,3.648624227218765,7.691536759740412,0.84563084788261,61.83594517010935,72.26690475709177,Low
69,100,36,100,42,100,18,50,59,60,56.266666666666666,50.30794038521018,70.43290031168131,1.9903695639933232,5.646233051556256,2.2581487629916768,56.52847330101813,53.769661421111095,Medium
48,50,55,70,41,60,56,60,37,50,82.04761904761904,73.33205353225969,85.6312136300436,4.0647314279491,6.056163366376162,2.050592411571011,79.71635975820547,81.89832508159063,Minimal
54,100,32,80,48,60,82,100,58,70,67.77142857142857,69.30022608930398,76.7708081758824,3.3968318719882262,5.669826370092236,1.3154462398610176,61.79986193608068,64.7095215293548,Medium
35,60,32,80,52,80,44,80,52,60,61.0,60.75205901515943,73.67520658112271,1.7716083046431428,6.68574479709851,3.3002642472601558,68.08624617714526,57.59880542783958,Medium
45,70,44,70,17,50,35,80,35,70,50.97857142857143,45.57968551182906,73.96508419954377,1.7451660349465055,6.770190246892041,1.674387286554583,51.59204163496526,56.052373284843775,Medium
67,70,84,100,61,70,34,50,49,50,86.57142857142858,98.0,100.0,3.6969889135755376,7.793662911897704,1.3500666871494627,70.47055600725,82.54847564205411,Minimal
34,100,29,60,33,70,30,100,65,70,50.46666666666667,50.662137765423,70.9523613765151,4.571776002230549,5.711444168696612,1.9836586062023909,79.6495822219809,55.32501746472166,Medium
29,80,54,80,83,100,40,80,24,50,56.95,56.6582998144934,75.97243370618224,3.9968158530419395,5.76891992649162,2.429580896559904,78.86121086663667,60.025538424481084,Medium
17,50,68,70,35,60,43,50,70,70,75.0952380952381,82.72014382375579,84.58440446859213,0.5,7.329639175071719,1.6751766764698277,40.21020721155749,73.98076502334702,Low
65,70,72,80,61,70,67,100,40,80,77.4,79.41235772510375,81.91815259655354,1.4795314775219197,6.773306089657536,2.146092626932317,54.44805630419772,71.93283091570935,Low
